,longitude,latitude,owner
274,30.307221999999996,59.933868999999994,88046665@N02
275,30.355885999999998,59.913938,88046665@N02
276,30.356458,59.913722,88046665@N02
277,30.357411,59.910430000000005,88046665@N02
278,30.357152000000003,59.91025500000001,88046665@N02
279,30.357111,59.910146999999995,88046665@N02
280,30.357002,59.910091,88046665@N02
281,30.356516,59.90923299999999,88046665@N02
282,30.356361,59.908938,88046665@N02
283,30.359246999999996,59.913410999999996,88046665@N02
284,30.358096999999997,59.914246999999996,88046665@N02
285,30.353044,59.911063,88046665@N02
286,30.352233000000002,59.909941,88046665@N02
287,30.351977,59.909760999999996,88046665@N02
288,30.352163,59.911511,88046665@N02
289,30.3062,59.906344,88046665@N02
290,30.298333000000003,59.907775,88046665@N02
291,30.299854999999997,59.907747,88046665@N02
292,30.306860999999998,59.933777,88046665@N02
293,30.357321999999996,59.910413,88046665@N02
294,30.358452000000003,59.914196999999994,88046665@N02
295,30.352805,59.910821999999996,88046665@N02
296,30.353471999999996,59.912,88046665@N02
297,30.327340999999997,59.940808,88046665@N02
298,30.316977,59.938244,88046665@N02
299,30.307752,59.932402,88046665@N02
300,30.30215,59.936902,88046665@N02
301,30.305852,59.94214100000001,88046665@N02
302,30.291945000000002,59.950278000000004,28878497@N00
325,30.260275,59.905436,142785886@N06
326,30.306085999999997,59.93408,50158479@N05
327,30.449336,59.917480000000005,139699994@N05
328,30.449275,59.917541,139699994@N05
329,30.449140999999997,59.917494,139699994@N05
330,30.449279999999998,59.917477000000005,139699994@N05
341,30.449647,59.91771899999999,139699994@N05
342,30.449458,59.917508,139699994@N05
343,30.449263000000002,59.917469,139699994@N05
344,30.449336,59.917488,139699994@N05
345,30.449786,59.91775500000001,139699994@N05
346,30.449402000000003,59.917418999999995,139699994@N05
347,30.449352,59.917494,139699994@N05
348,30.449371999999997,59.917494,139699994@N05
363,30.347896999999996,59.933099,95446690@N02
364,30.294584999999998,59.925839,78192940@N00
365,30.260294000000002,59.905060999999996,142785886@N06
366,30.306783000000003,59.943146999999996,8565035@N08
367,30.315753000000004,59.939073,8565035@N08
368,30.307127,59.942884,8565035@N08
369,30.259715999999997,59.904302,142785886@N06
370,30.316096,59.933075,78192940@N00
371,30.335122,59.93425799999999,98091919@N03
372,30.3665,59.934098999999996,98091919@N03
373,30.347886,59.933116000000005,95446690@N02
374,30.377869,59.926391,95446690@N02
375,30.316021000000003,59.950272999999996,38107537@N03
383,30.356833,59.93903,8084580@N06
384,30.332390000000004,59.938751,145565190@N05
385,30.406715000000002,59.950433,145565190@N05
386,30.351111,59.941666000000005,147567774@N02
387,30.312695,59.940116,155632720@N03
388,30.449396999999998,59.9174,139699994@N05
389,30.449402000000003,59.91735799999999,139699994@N05
390,30.449546999999995,59.917538,139699994@N05
391,30.44978,59.917663,139699994@N05
392,30.449602000000002,59.917641,139699994@N05
393,30.449827000000003,59.917733,139699994@N05
394,30.44953,59.917575,139699994@N05
395,30.449755,59.917766,139699994@N05
396,30.449154999999998,59.91754399999999,139699994@N05
397,30.44973,59.917674,139699994@N05
398,30.449663,59.917561,139699994@N05
399,30.449925,59.918043999999995,139699994@N05
400,30.450015999999998,59.917988,139699994@N05
401,30.449816,59.917736,139699994@N05
402,30.449410999999998,59.917561,139699994@N05
403,30.449716,59.917716000000006,139699994@N05
404,30.449690999999998,59.917705000000005,139699994@N05
405,30.44985,59.917825,139699994@N05
406,30.449111,59.917591,139699994@N05
430,30.286903000000002,59.933602,153082496@N06
431,30.350535999999998,59.927425,160294050@N04
432,30.388076,59.922237,155446309@N04
433,30.32395,59.93418199999999,8565035@N08
434,30.322233,59.933887,8565035@N08
443,30.294327000000003,59.925017000000004,8565035@N08
447,30.449263000000002,59.917525,139699994@N05
448,30.4495,59.917275,139699994@N05
449,30.349806,59.932494999999996,38107537@N03
451,30.377302,59.926621999999995,95446690@N02
452,30.318531,59.959221,84054295@N08
453,30.377285999999998,59.926632999999995,95446690@N02
454,30.377258,59.926638,95446690@N02
481,30.307695000000002,59.969745999999994,84054295@N08
482,30.330044,59.93622,38107537@N03
503,30.419876000000002,59.928839,118143737@N06
508,30.315291,59.940836,118143737@N06
525,30.306161,59.944678,146152811@N07
526,30.350761,59.927366000000006,146152811@N07
527,30.35075,59.927339,146152811@N07
528,30.334086,59.948280000000004,22451301@N00
529,30.329729999999998,59.947725,22451301@N00
530,30.335988,59.94838299999999,22451301@N00
539,30.313189,59.93954599999999,118143737@N06
541,30.312479999999997,59.939976,118143737@N06
543,30.312523,59.940008999999996,118143737@N06
551,30.314648,59.940943999999995,118143737@N06
553,30.317211999999998,59.950599,118143737@N06
561,30.312663,59.95105600000001,118143737@N06
562,30.315184000000002,59.950363,118143737@N06
563,30.316557,59.950239,118143737@N06
565,30.306720000000002,59.932739,75738127@N02
566,30.315,59.941666000000005,147567774@N02
567,30.313610999999998,59.941388,147567774@N02
568,30.308888,59.940833,147567774@N02
569,30.313682,59.952388,22451301@N00
570,30.318489000000003,59.959264000000005,84054295@N08
571,30.322233,59.933445999999996,50158479@N05
572,30.328831,59.940073,38107537@N03
575,30.327694,59.935113,127795981@N06
576,30.334217,59.94708000000001,126096062@N05
577,30.316278000000004,59.949917000000006,146152811@N07
587,30.313553000000002,59.941118,118143737@N06
594,30.316084999999998,59.941578,118143737@N06
595,30.312565999999997,59.940191000000006,118143737@N06
599,30.310506,59.938128000000006,118143737@N06
610,30.315914000000003,59.950229,146152811@N07
611,30.314496999999996,59.950261,146152811@N07
612,30.303908000000003,59.944872,146152811@N07
620,30.323553000000004,59.950024,22451301@N00
622,30.332652000000003,59.93594399999999,108959106@N05
623,30.346587,59.928479,50158479@N05
642,30.318703000000003,59.9491,146152811@N07
643,30.318682,59.949090000000005,146152811@N07
651,30.307115999999997,59.939094,57445335@N00
652,30.337633,59.954696999999996,57445335@N00
654,30.30415,59.93576899999999,57445335@N00
655,30.3129,59.938325,57445335@N00
656,30.315849,59.939083999999994,163622925@N05
657,30.312244,59.940406,163622925@N05
662,30.311665,59.93354300000001,133859519@N04
663,30.324776,59.95663199999999,84054295@N08
664,30.334419,59.93426899999999,127795981@N06
665,30.329646999999998,59.934888,127795981@N06
666,30.326886,59.920118,145565190@N05
667,30.307667,59.917085,145565190@N05
668,30.340543,59.956299,145565190@N05
669,30.301065,59.930533,163622925@N05
670,30.365713,59.952909,145565190@N05
671,30.311758,59.93718199999999,145565190@N05
672,30.312545,59.940831,38107537@N03
710,30.360538000000002,59.931563,57445335@N00
711,30.345913,59.927625,57445335@N00
728,30.342553000000002,59.954875,142050378@N02
740,30.256686,59.989013,136369523@N04
748,30.323465999999996,59.970967,132895874@N07
749,30.323789,59.955149,84054295@N08
750,30.320742,59.94394499999999,38107537@N03
751,30.315163000000002,59.936657,132895874@N07
752,30.314196999999997,59.940911,155632720@N03
788,30.258096999999996,59.911011,99210278@N08
789,30.332264000000002,59.938922999999996,146152811@N07
790,30.317028999999998,59.960102,84054295@N08
791,30.327361,59.937369999999994,138149749@N05
792,30.326653000000004,59.935704,138149749@N05
793,30.27376,59.900878000000006,50158479@N05
794,30.249740999999997,59.9109,50158479@N05
795,30.283067,59.92083100000001,50158479@N05
796,30.354429999999997,59.942513,8084580@N06
797,30.332093,59.938880000000005,146152811@N07
798,30.332286,59.938891000000005,146152811@N07
799,30.309873,59.93663299999999,78192940@N00
801,30.320935,59.931114,133859519@N04
802,30.259446999999998,59.906296999999995,142785886@N06
803,30.338052,59.954482999999996,96044947@N03
804,30.316329999999997,59.9298,96044947@N03
805,30.315416,59.938961,96044947@N03
806,30.231427000000004,59.972333,96044947@N03
808,30.370036,59.927636,93914024@N04
809,30.370019,59.92765,93914024@N04
810,30.260996999999996,59.943144,71764008@N04
811,30.328574,59.939857999999994,22451301@N00
812,30.449361,59.917508,139699994@N05
813,30.449446999999996,59.91756899999999,139699994@N05
814,30.258602000000003,59.90601899999999,142785886@N06
815,30.318918,59.957975,84054295@N08
816,30.292138,59.879265000000004,36081480@N08
817,30.30718,59.948977,94421156@N04
818,30.332221,59.938848,146152811@N07
819,30.332007,59.938891000000005,146152811@N07
820,30.338058,59.955325,43205617@N06
821,30.305184999999998,59.9465,22451301@N00
823,30.31188,59.951572,22451301@N00
824,30.309133000000003,59.949681000000005,22451301@N00
831,30.308134999999996,59.932101,50158479@N05
832,30.334099,59.920253,146152811@N07
833,30.32027,59.941212,22451301@N00
836,30.331191999999998,59.948864,22451301@N00
839,30.317629999999998,59.947745999999995,22451301@N00
843,30.318908,59.949063,96044947@N03
844,30.324011,59.95179399999999,96044947@N03
845,30.337636,59.955675,96044947@N03
846,30.337744,59.955516,96044947@N03
847,30.324410999999998,59.934204,80165352@N03
848,30.290744,59.952785999999996,145673278@N07
849,30.328059000000003,59.940084,22451301@N00
850,30.327737,59.939192000000006,22451301@N00
851,30.328422999999997,59.940138,22451301@N00
854,30.448319,59.917205,139699994@N05
855,30.449038,59.917286,139699994@N05
856,30.449125,59.917283,139699994@N05
857,30.449455,59.917386,139699994@N05
858,30.4492,59.917480000000005,139699994@N05
859,30.449796999999997,59.917269,139699994@N05
860,30.449338,59.91751899999999,139699994@N05
861,30.449540999999996,59.917674,139699994@N05
862,30.449786,59.917513,139699994@N05
863,30.449452,59.917469,139699994@N05
864,30.449596999999997,59.917452000000004,139699994@N05
866,30.448596999999996,59.91735500000001,139699994@N05
867,30.329346,59.940245,22451301@N00
868,30.449046999999997,59.917202,139699994@N05
869,30.448929999999997,59.917063,139699994@N05
871,30.449225,59.917488,139699994@N05
872,30.449133000000003,59.91756899999999,139699994@N05
876,30.449669,59.917660999999995,139699994@N05
877,30.449588000000002,59.917552,139699994@N05
879,30.449440999999997,59.917427,139699994@N05
880,30.449488,59.917502,139699994@N05
881,30.449491,59.917586,139699994@N05
882,30.449552,59.917305000000006,139699994@N05
883,30.449563,59.91751899999999,139699994@N05
884,30.449279999999998,59.917480000000005,139699994@N05
885,30.449519,59.91755,139699994@N05
886,30.401852,59.960308,140264807@N07
887,30.290754999999997,59.928689,84054295@N08
888,30.326471,59.935687,22451301@N00
921,30.30623,59.944058999999996,27656681@N00
922,30.258427,59.90588,142785886@N06
923,30.328015999999998,59.919913,27656681@N00
924,30.351684000000002,59.90948,46560530@N05
955,30.328069,59.939046999999995,22451301@N00
956,30.328187,59.93954599999999,22451301@N00
957,30.328209,59.939665000000005,22451301@N00
961,30.449536,59.917508,139699994@N05
962,30.449452,59.9175,139699994@N05
963,30.449463,59.917655,139699994@N05
964,30.449483,59.917671999999996,139699994@N05
965,30.449408000000002,59.917511,139699994@N05
966,30.449322,59.917591,139699994@N05
967,30.449438,59.917460999999996,139699994@N05
968,30.449385999999997,59.917449,139699994@N05
969,30.319646999999996,59.939177,126249021@N08
970,30.312305,59.940086,126249021@N08
971,30.316086,59.938461,135836556@N06
972,30.30945,59.937025,96044947@N03
973,30.311311,59.939663,96044947@N03
974,30.313994,59.940327,96044947@N03
1013,30.347134999999998,59.929689,8084580@N06
1014,30.256713,59.904385999999995,142785886@N06
1015,30.263534999999997,59.934116,133859519@N04
1017,30.337103000000003,59.869191,99637942@N03
1018,30.304638,59.941469999999995,118143737@N06
1019,30.324603999999997,59.935675,127795981@N06
1020,30.291752000000002,59.926237,84054295@N08
1021,30.258129999999998,59.903361,142785886@N06
1022,30.324966999999997,59.934847999999995,25986852@N03
1027,30.290282,59.927893000000005,84054295@N08
1028,30.427296999999996,59.922430000000006,126249021@N08
1029,30.290401,59.929439,126249021@N08
1030,30.312735999999997,59.933986,126249021@N08
1031,30.378333,59.92613299999999,126249021@N08
1032,30.285333,59.928491,126249021@N08
1033,30.286555,59.929632999999995,126249021@N08
1034,30.386478000000004,59.923770999999995,56866445@N05
1035,30.308544,59.932787,126249021@N08
1036,30.294766999999997,59.92793100000001,84054295@N08
1037,30.332210999999997,59.938283,118143737@N06
1039,30.32955,59.940041,118143737@N06
1040,30.32882,59.93998199999999,118143737@N06
1041,30.308704,59.932742000000005,118143737@N06
1042,30.308371,59.931962,118143737@N06
1046,30.306869,59.933623,118143737@N06
1048,30.308414000000003,59.932086,118143737@N06
1049,30.330923,59.953216000000005,118143737@N06
1058,30.305711,59.947736,118143737@N06
1060,30.306719,59.943056000000006,118143737@N06
1066,30.316096,59.950159,118143737@N06
1067,30.305163,59.943631,118143737@N06
1070,30.316032,59.950127,118143737@N06
1072,30.337404,59.958023,50158479@N05
1073,30.335424,59.941089,50158479@N05
1074,30.328841999999998,59.941562,50158479@N05
1075,30.329684000000004,59.942195999999996,50158479@N05
1076,30.316471999999997,59.949853000000004,50158479@N05
1077,30.326985999999998,59.949186,50158479@N05
1078,30.340472,59.95839399999999,50158479@N05
1079,30.286440999999996,59.923255000000005,75010855@N03
1080,30.286427000000003,59.923171999999994,75010855@N03
1082,30.28645,59.923235999999996,75010855@N03
1083,30.286402000000002,59.923125,75010855@N03
1084,30.286365999999997,59.923193999999995,75010855@N03
1085,30.301740999999996,59.936077000000004,137151232@N05
1086,30.327288,59.935280000000006,137151232@N05
1087,30.298669,59.93898000000001,137151232@N05
1088,30.298583,59.938961,137151232@N05
1089,30.315109000000003,59.93275799999999,78192940@N00
1090,30.274703999999996,59.901179000000006,30888227@N08
1091,30.314733,59.936053,30888227@N08
1092,30.306706,59.933848,25986852@N03
1093,30.257752000000004,59.902049,142785886@N06
1094,30.292258,59.923697,85355933@N00
1095,30.314970000000002,59.942029000000005,155632720@N03
1096,30.317158000000003,59.960058999999994,84054295@N08
1097,30.312369,59.940337,59303276@N06
1098,30.335953999999997,59.932159,96497948@N04
1099,30.293126,59.92635500000001,84054295@N08
1100,30.354322999999997,60.001668,84054295@N08
1101,30.305184999999998,59.92196800000001,138188791@N04
1102,30.315914000000003,59.939321,138188791@N04
1103,30.306729999999998,59.942287,138188791@N04
1104,30.295143,59.938697,138188791@N04
1105,30.308918,59.937472,138188791@N04
1106,30.306558000000003,59.948928,138188791@N04
1107,30.300528999999997,59.924065,138188791@N04
1108,30.318145,59.938429000000006,145414276@N08
1109,30.316482,59.939052000000004,145414276@N08
1110,30.329303000000003,59.935085,138188791@N04
1111,30.305571,59.916461,138188791@N04
1112,30.314283000000003,59.950175,138188791@N04
1113,30.342521,59.933473,138188791@N04
1114,30.306386,59.944523,138188791@N04
1115,30.305474,59.941626,148909932@N06
1116,30.298640000000002,59.93903,148909932@N06
1117,30.299928,59.9396,148909932@N06
1118,30.289541999999997,59.93680500000001,148909932@N06
1119,30.319540000000003,59.93624200000001,127795981@N06
1120,30.319603999999998,59.936239,127795981@N06
1122,30.340933000000003,59.999736999999996,84054295@N08
1123,30.314656,59.970971,96497948@N04
1124,30.314648,59.933322,78192940@N00
1125,30.313017,59.940996999999996,145414276@N08
1126,30.3166,59.950309,145414276@N08
1127,30.338171999999997,59.939813,33277678@N03
1128,30.344561,59.936007999999994,33277678@N03
1129,30.324883000000003,59.935508,127795981@N06
1130,30.30605,59.93955699999999,145565190@N05
1131,30.353871999999996,60.0014,84054295@N08
1132,30.313617999999998,59.93820899999999,63470540@N04
1133,30.327033,59.935191,137151232@N05
1134,30.327927000000003,59.953122,99210278@N08
1135,30.449336,59.917472,139699994@N05
1136,30.449475,59.917375,139699994@N05
1137,30.449469,59.917421999999995,139699994@N05
1138,30.449419,59.917480000000005,139699994@N05
1139,30.44953,59.917591,139699994@N05
1140,30.449346999999996,59.917446999999996,139699994@N05
1141,30.449583,59.917416,139699994@N05
1142,30.449408000000002,59.917449,139699994@N05
1143,30.449888,59.917652000000004,139699994@N05
1145,30.305783,59.990618999999995,131694276@N08
1146,30.307083000000002,59.990596999999994,131694276@N08
1147,30.256102000000002,59.98306899999999,136369523@N04
1148,30.292213,59.923727,85355933@N00
1149,30.273084000000004,59.943796,132895874@N07
1150,30.449536,59.917407999999995,139699994@N05
1151,30.449463,59.917561,139699994@N05
1152,30.4493,59.917563,139699994@N05
1153,30.449475,59.917586,139699994@N05
1154,30.449352,59.917421999999995,139699994@N05
1155,30.4495,59.9174,139699994@N05
1156,30.449075,59.91738,139699994@N05
1157,30.449677,59.917736,139699994@N05
1158,30.449396999999998,59.917446999999996,139699994@N05
1159,30.324507,59.93436,146152811@N07
1160,30.332779,59.921344,146152811@N07
1161,30.334217,59.92088199999999,146152811@N07
1162,30.44953,59.917325,139699994@N05
1163,30.449152,59.917511,139699994@N05
1164,30.345075,59.935021,146152811@N07
1165,30.342971999999996,59.93343,146152811@N07
1166,30.324969,59.935225,146152811@N07
1167,30.273020000000002,59.943881999999995,132895874@N07
1168,30.273921,59.932193999999996,138188791@N04
1169,30.301108000000003,59.922893,138188791@N04
1170,30.292208000000002,59.923722,85355933@N00
1171,30.292254999999997,59.923694,85355933@N00
1172,30.397166,59.947361,130291010@N08
1173,30.317028999999998,59.950401,134351999@N07
1174,30.327844,59.948820999999995,134351999@N07
1175,30.340869,59.945581000000004,134351999@N07
1176,30.328702000000003,59.940041,134351999@N07
1177,30.305528000000002,59.934677,134351999@N07
1178,30.308896999999998,59.931624,53528423@N00
1179,30.316729,59.938159999999996,138188791@N04
1180,30.32514,59.932871,138188791@N04
1181,30.328616999999998,59.940138,138188791@N04
1182,30.304840999999996,59.935042,138188791@N04
1183,30.311837,59.92513,138188791@N04
1184,30.313081,59.923021999999996,138188791@N04
1185,30.30776,59.94953,138188791@N04
1186,30.306408,59.933887,139225521@N03
1187,30.305614000000002,59.934452,139225521@N03
1188,30.288276,59.929437,127795981@N06
1189,30.328831,59.940191000000006,155632720@N03
1190,30.317459000000003,59.937751,138188791@N04
1191,30.314798,59.939772,138188791@N04
1192,30.318446,59.936440000000005,138188791@N04
1193,30.324710999999997,59.935064000000004,138188791@N04
1194,30.301795000000002,59.987616,84054295@N08
1195,30.308768,59.94986899999999,145414276@N08
1196,30.392056,59.948875,30888227@N08
1197,30.449740999999996,59.917525,139699994@N05
1198,30.301472999999998,59.986028000000005,84054295@N08
1199,30.313940000000002,59.938356000000006,63470540@N04
1200,30.292283,59.923671999999996,85355933@N00
1201,30.292275,59.923660999999996,85355933@N00
1202,30.292275,59.923663,85355933@N00
1203,30.292277000000002,59.923663,85355933@N00
1204,30.333296999999998,59.934546999999995,140649494@N07
1205,30.448669,59.917238,139699994@N05
1206,30.449325,59.917522,139699994@N05
1207,30.449775,59.917736,139699994@N05
1208,30.449904999999998,59.918158,139699994@N05
1209,30.449391,59.917552,139699994@N05
1210,30.449510999999998,59.91734399999999,139699994@N05
1211,30.44955,59.917483,139699994@N05
1212,30.449458,59.917438,139699994@N05
