,site_id,url,deal_type,city,zip_code,post_canton,accuracy,latitude,longitude,price_unit,price,property_type,living_space,rooms,perspective,year_built,outdoor_parking,indoor_parking,balcony,property_area,fireplace,pets_allowed,floor,wheelchair_accessible,ceiling_height,lift,cable_tv,last_renovation,floor_space,cubage,minergie_certified
1,3000285463,https://www.homegate.ch/rent/3000285463,rent,Hüntwangen,8194,ZH,HIGH,47.593075,8.496588,Month,2040.0,APARTMENT,94.0,3.5,1.0,2020.0,1.0,1.0,1.0,,,,1,1.0,2.4,1.0,,,,,
2,3000183253,https://www.homegate.ch/rent/3000183253,rent,Hüntwangen,8194,ZH,MEDIUM,47.595579,8.493042299999999,Month,2280.0,APARTMENT,125.0,4.5,,2015.0,,1.0,1.0,,,,1,,,,1.0,,,,
4,3000388465,https://www.homegate.ch/rent/3000388465,rent,Wasterkingen,8195,ZH,MEDIUM,47.590275,8.4708525,Month,1770.0,APARTMENT,86.0,3.5,,2013.0,1.0,1.0,1.0,,,1.0,1,,,1.0,1.0,,,,
6,3000234574,https://www.homegate.ch/rent/3000234574,rent,Wil ZH,8196,ZH,HIGH,47.60401880000001,8.5055008,Month,1530.0,APARTMENT,75.0,3.0,1.0,1815.0,1.0,,1.0,,,,2,,,,1.0,2018.0,,,
7,3000355140,https://www.homegate.ch/rent/3000355140,rent,Wil ZH,8196,ZH,HIGH,47.6031734,8.502557999999999,Month,1620.0,APARTMENT,85.0,3.5,,,1.0,,1.0,,,1.0,Ground,,,,,,,,
12,3000299011,https://www.homegate.ch/rent/3000299011,rent,Wil ZH,8196,ZH,HIGH,47.60557900000001,8.5070084,Month,1680.0,APARTMENT,108.0,4.5,,1820.0,,,1.0,,,,1,,2.4,,1.0,2003.0,108.0,,
13,3000169659,https://www.homegate.ch/rent/3000169659,rent,Wil ZH,8196,ZH,MEDIUM,47.6053131,8.505432299999999,Month,1850.0,APARTMENT,130.0,4.5,1.0,,,1.0,1.0,,,1.0,3,,,,1.0,,,,
14,3000304505,https://www.homegate.ch/rent/3000304505,rent,Feldbach,8714,ZH,HIGH,47.23949020000001,8.7877297,Month,2150.0,APARTMENT,72.0,2.5,,1719.0,1.0,,,,1.0,,2,,2.24,,1.0,2018.0,,,
18,3000359584,https://www.homegate.ch/rent/3000359584,rent,Uetikon am See,8707,ZH,HIGH,47.2622359,8.681782199999999,Month,2571.0,APARTMENT,104.0,4.5,1.0,1998.0,,1.0,1.0,,1.0,1.0,2,1.0,2.4,1.0,,,153.0,,
19,3000421101,https://www.homegate.ch/rent/3000421101,rent,Herrliberg,8704,ZH,MEDIUM,47.2902541,8.6116727,Month,900.0,APARTMENT,15.0,1.0,1.0,,,,1.0,,,,1,,,,,,,,
20,3000403850,https://www.homegate.ch/rent/3000403850,rent,Herrliberg,8704,ZH,LOW,47.2955821,8.6344146,Month,1540.0,APARTMENT,36.0,1.0,,,,,1.0,,,,4,,,,,2019.0,,,
21,3000153193,https://www.homegate.ch/rent/3000153193,rent,Wil ZH,8196,ZH,HIGH,47.6064546,8.508621999999999,Month,1900.0,APARTMENT,120.0,4.5,1.0,1996.0,1.0,1.0,1.0,,,1.0,2,,2.34,,1.0,,110.0,,
22,3000355380,https://www.homegate.ch/rent/3000355380,rent,Wil ZH,8196,ZH,MEDIUM,47.60546970000001,8.506748,Month,2000.0,APARTMENT,,5.0,,2019.0,1.0,,1.0,,,1.0,1,,,,,,,,
25,3000063381,https://www.homegate.ch/rent/3000063381,rent,Rafz,8197,ZH,HIGH,47.615841,8.536122,Month,1520.0,APARTMENT,104.0,,,2019.0,1.0,1.0,1.0,,,,Ground,,2.4,,1.0,,,,
26,3000333759,https://www.homegate.ch/rent/3000333759,rent,Rafz,8197,ZH,HIGH,47.6076252,8.540193300000002,Month,1550.0,APARTMENT,90.0,3.5,1.0,,1.0,,1.0,,1.0,1.0,3,,,,1.0,,,,
27,3000396714,https://www.homegate.ch/rent/3000396714,rent,Uerikon,8713,ZH,HIGH,47.2399694,8.7627106,Month,1225.0,APARTMENT,30.0,1.5,1.0,2004.0,1.0,,,,,,2,,3.5,,1.0,,140.0,,
28,3000383415,https://www.homegate.ch/rent/3000383415,rent,Uerikon,8713,ZH,HIGH,47.2372065,8.7604627,Month,1350.0,APARTMENT,53.0,2.0,,,,,1.0,,,,3,,0.0,,,,,,
29,3000374416,https://www.homegate.ch/rent/3000374416,rent,Uetikon am See,8707,ZH,HIGH,47.2613992,8.6717465,Month,1590.0,APARTMENT,,2.5,,,1.0,,1.0,,,,Ground,,,,,2016.0,,,
30,3000428430,https://www.homegate.ch/rent/3000428430,rent,Uetikon am See,8707,ZH,HIGH,47.2655761,8.6848598,Month,1612.0,APARTMENT,44.0,2.0,,,1.0,,1.0,,,,2,,,1.0,1.0,,,,
32,3000355611,https://www.homegate.ch/rent/3000355611,rent,Herrliberg,8704,ZH,HIGH,47.286796,8.622929,Month,1555.0,APARTMENT,30.0,1.5,1.0,2018.0,1.0,,1.0,,,,1,,,,1.0,,,,
33,3000362408,https://www.homegate.ch/rent/3000362408,rent,Herrliberg,8704,ZH,HIGH,47.2948384,8.6075842,Month,1700.0,APARTMENT,52.0,2.5,,1974.0,,1.0,1.0,,,,3,,,,1.0,2009.0,,,
34,3000298437,https://www.homegate.ch/rent/3000298437,rent,Wil ZH,8196,ZH,LOW,47.6110714,8.510228099999999,Month,2100.0,APARTMENT,90.0,4.5,1.0,,1.0,1.0,1.0,,1.0,1.0,Ground,,,,1.0,,,,
37,3000426725,https://www.homegate.ch/rent/3000426725,rent,Feldbach,8714,ZH,HIGH,47.2437437,8.799561599999999,Month,1650.0,APARTMENT,84.0,1.0,,,,,,,,,,,,,,,,,
38,3000426978,https://www.homegate.ch/rent/3000426978,rent,Feldbach,8714,ZH,LOW,47.2397,8.787429999999999,Month,0.0,APARTMENT,,2.0,,,,,,,,,,,,,,,,,
39,3000387194,https://www.homegate.ch/rent/3000387194,rent,Rafz,8197,ZH,HIGH,47.6074683,8.540615599999999,Month,1580.0,APARTMENT,90.0,3.5,1.0,,,,1.0,,1.0,1.0,3,,,,1.0,,,,
40,3000344031,https://www.homegate.ch/rent/3000344031,rent,Rafz,8197,ZH,HIGH,47.6071476,8.5421783,Month,1590.0,APARTMENT,100.0,4.5,,1997.0,1.0,1.0,1.0,,,,2,,,,1.0,,,,
41,3000399082,https://www.homegate.ch/rent/3000399082,rent,Hirzel,8816,ZH,HIGH,47.2127292,8.6050203,Month,1150.0,APARTMENT,45.0,2.0,1.0,,1.0,,1.0,,,,,,,,1.0,2015.0,,,
42,3000402004,https://www.homegate.ch/rent/3000402004,rent,Hirzel,8816,ZH,HIGH,47.2177182,8.6093485,Month,2070.0,APARTMENT,94.0,4.5,1.0,,1.0,,1.0,,,,3,,,,1.0,,,,
43,3000435597,https://www.homegate.ch/rent/3000435597,rent,Uerikon,8713,ZH,HIGH,47.2368879,8.7576547,Month,1419.0,APARTMENT,64.0,3.0,,1963.0,,,,,,,1,,,,,,,153.0,
44,3000327000,https://www.homegate.ch/rent/3000327000,rent,Uerikon,8713,ZH,HIGH,47.2370798,8.7566028,Month,1540.0,APARTMENT,77.0,3.5,,1962.0,,,,,,,2,,,,,,,197.0,
45,3000122005,https://www.homegate.ch/rent/3000122005,rent,Uetikon am See,8707,ZH,HIGH,47.2621628,8.6810538,Month,1670.0,APARTMENT,,2.0,1.0,,1.0,,1.0,,,,1,,,,,,,,
46,3000199556,https://www.homegate.ch/rent/3000199556,rent,Uetikon am See,8707,ZH,HIGH,47.2656672,8.6839237,Month,1780.0,APARTMENT,63.0,3.0,1.0,,1.0,1.0,1.0,,,,2,,,,1.0,,,,
50,3000205297,https://www.homegate.ch/rent/3000205297,rent,Herrliberg,8704,ZH,HIGH,47.292932,8.6119585,Month,1990.0,APARTMENT,53.0,2.5,1.0,1990.0,,1.0,1.0,,,,,,,1.0,1.0,2017.0,,,
51,3000430458,https://www.homegate.ch/rent/3000430458,rent,Herrliberg,8704,ZH,HIGH,47.2884177,8.6064917,Month,2150.0,APARTMENT,78.0,1.0,1.0,,,,1.0,,,,Ground,,,,,,78.0,,
54,3000433808,https://www.homegate.ch/rent/3000433808,rent,Zürich,8047,ZH,HIGH,47.3731915,8.499106399999999,Month,1620.0,APARTMENT,51.0,2.0,,1955.0,,,,,,,2,,,,,2005.0,,,
55,3000421154,https://www.homegate.ch/rent/3000421154,rent,Zürich,8047,ZH,HIGH,47.3768329,8.4965768,Month,2000.0,APARTMENT,75.0,3.0,,,,,1.0,,,,2,,,,,2019.0,,,
56,3000325961,https://www.homegate.ch/rent/3000325961,rent,Rafz,8197,ZH,HIGH,47.6071476,8.5421783,Month,1590.0,APARTMENT,100.0,4.5,,,1.0,1.0,1.0,,,,2,,,,,,,,
57,3000012942,https://www.homegate.ch/rent/3000012942,rent,Rafz,8197,ZH,HIGH,47.6150628,8.551587800000002,Month,1597.0,APARTMENT,77.0,3.5,1.0,1994.0,1.0,1.0,1.0,,,,3,,,,1.0,2012.0,,,
58,3000327298,https://www.homegate.ch/rent/3000327298,rent,Hirzel,8816,ZH,HIGH,47.2179097,8.6089963,Month,2150.0,APARTMENT,86.0,3.5,,,1.0,1.0,1.0,,,1.0,1,,2.4,1.0,1.0,2016.0,86.0,,
59,3000418095,https://www.homegate.ch/rent/3000418095,rent,Hirzel,8816,ZH,HIGH,47.2106316,8.6189841,Month,2200.0,APARTMENT,100.0,4.5,1.0,1989.0,1.0,1.0,1.0,,1.0,1.0,1,,,,1.0,2012.0,,,
61,3000322104,https://www.homegate.ch/rent/3000322104,rent,Uerikon,8713,ZH,HIGH,47.2348934,8.7447939,Month,1740.0,APARTMENT,80.0,2.0,1.0,1997.0,1.0,1.0,,,,,Ground,,,,,2018.0,70.0,,
62,3000424209,https://www.homegate.ch/rent/3000424209,rent,Uerikon,8713,ZH,HIGH,47.234581,8.761105,Month,1778.0,APARTMENT,82.0,4.0,1.0,1960.0,1.0,,1.0,,,,2,,,,1.0,2019.0,,,
63,3000359744,https://www.homegate.ch/rent/3000359744,rent,Uetikon am See,8707,ZH,HIGH,47.26706,8.6740313,Month,1790.0,APARTMENT,73.0,3.5,,1963.0,,,,,,,2,,,,,1992.0,,,
64,3000363728,https://www.homegate.ch/rent/3000363728,rent,Uetikon am See,8707,ZH,HIGH,47.2667958,8.6768533,Month,1880.0,APARTMENT,72.0,4.0,1.0,,,,1.0,,,,2,,,,1.0,,,,
65,3000424149,https://www.homegate.ch/rent/3000424149,rent,Meilen,8706,ZH,HIGH,47.270248,8.652461,Month,1850.0,APARTMENT,63.0,2.5,,2017.0,1.0,,1.0,,,,Ground,,2.45,,1.0,2017.0,63.0,,
66,3000355672,https://www.homegate.ch/rent/3000355672,rent,Eglisau,8193,ZH,HIGH,47.5729815,8.5246335,Month,2450.0,APARTMENT,100.0,3.5,,2015.0,,1.0,1.0,,,,1,1.0,,1.0,1.0,2015.0,100.0,,
67,3000355351,https://www.homegate.ch/rent/3000355351,rent,Eglisau,8193,ZH,HIGH,47.5734074,8.5179876,Month,2117.0,APARTMENT,114.0,4.5,,2012.0,1.0,1.0,1.0,,,,Ground,1.0,,1.0,,,,,
69,3000380519,https://www.homegate.ch/rent/3000380519,rent,Glattfelden,8192,ZH,HIGH,47.5555138,8.5008361,Month,2100.0,APARTMENT,230.0,2.5,1.0,,1.0,1.0,1.0,,,,5,,,1.0,1.0,,,,
70,3000370841,https://www.homegate.ch/rent/3000370841,rent,Herrliberg,8704,ZH,HIGH,47.2871998,8.612162999999999,Month,2190.0,APARTMENT,88.0,3.5,,,,,,,,,2,,,,,,,,
71,3000412045,https://www.homegate.ch/rent/3000412045,rent,Herrliberg,8704,ZH,HIGH,47.2902624,8.6188012,Month,2190.0,APARTMENT,70.0,3.0,1.0,,1.0,,1.0,,,,Ground,,,,1.0,,,,
72,3000418207,https://www.homegate.ch/rent/3000418207,rent,Zürich,8051,ZH,HIGH,47.4052883,8.5718225,Month,1676.0,APARTMENT,52.0,2.5,,1958.0,,,,,,,6,,,,,1997.0,,,
75,3000386438,https://www.homegate.ch/rent/3000386438,rent,Zürich,8047,ZH,HIGH,47.3687747,8.4933391,Month,1840.0,APARTMENT,40.0,2.5,1.0,,1.0,,,,,,2,,,,1.0,,,,
76,3000415726,https://www.homegate.ch/rent/3000415726,rent,Zürich,8047,ZH,HIGH,47.3782472,8.492175,Month,1000.0,APARTMENT,70.0,3.0,,,,,1.0,,,,1,,,,1.0,,,,
77,3000300324,https://www.homegate.ch/rent/3000300324,rent,Rafz,8197,ZH,HIGH,47.6074587,8.5425705,Month,1600.0,APARTMENT,101.0,4.5,,,1.0,1.0,1.0,,,,2,,,,1.0,,,,
78,3000281566,https://www.homegate.ch/rent/3000281566,rent,Rafz,8197,ZH,HIGH,47.6082724,8.5411776,Month,1749.0,APARTMENT,89.0,4.5,1.0,1982.0,1.0,1.0,1.0,,,,3,,2.4,1.0,1.0,2003.0,,,
79,3000285157,https://www.homegate.ch/rent/3000285157,rent,Bäch SZ,8806,SZ,LOW,47.199995,8.716671999999999,Month,600.0,APARTMENT,12.0,1.0,,,,,,,,,3,,,,,,,,
80,3000426674,https://www.homegate.ch/rent/3000426674,rent,Bäch SZ,8806,SZ,HIGH,47.2016669,8.7298711,Month,1250.0,APARTMENT,82.0,1.0,1.0,2015.0,1.0,,1.0,,,,3,,,1.0,,,,,
83,3000430531,https://www.homegate.ch/rent/3000430531,rent,Männedorf,8708,ZH,HIGH,47.249119,8.7066575,Month,2177.0,APARTMENT,110.0,4.5,1.0,,,1.0,1.0,,,,3,,,,1.0,,,,
84,3000428443,https://www.homegate.ch/rent/3000428443,rent,Männedorf,8708,ZH,HIGH,47.2571245,8.6843744,Month,2485.0,APARTMENT,113.0,1.0,1.0,2012.0,,1.0,1.0,,1.0,,3,1.0,2.7,1.0,,,,,
87,3000327446,https://www.homegate.ch/rent/3000327446,rent,Au ZH,8804,ZH,HIGH,47.2419087,8.6425269,Month,1530.0,APARTMENT,,2.5,,,,,,,,,2,,,,,,,,
88,3000337191,https://www.homegate.ch/rent/3000337191,rent,Au ZH,8804,ZH,HIGH,47.2399135,8.6514022,Month,1670.0,APARTMENT,60.0,2.5,1.0,1986.0,1.0,1.0,1.0,,,1.0,3,,,,1.0,2014.0,,,
89,3000436242,https://www.homegate.ch/rent/3000436242,rent,Kilchberg ZH,8802,ZH,HIGH,47.3327673,8.539822000000001,Month,2500.0,APARTMENT,75.0,3.5,1.0,1960.0,1.0,,1.0,,1.0,,Ground,,2.3,,1.0,2015.0,75.0,,
90,3000425495,https://www.homegate.ch/rent/3000425495,rent,Uerikon,8713,ZH,HIGH,47.2374406,8.7494263,Month,2300.0,APARTMENT,92.0,4.5,,1983.0,,,,,,,Ground,,,,,,,,
91,3000396627,https://www.homegate.ch/rent/3000396627,rent,Uerikon,8713,ZH,MEDIUM,47.2348183,8.7554343,Month,2700.0,APARTMENT,92.0,3.5,,2014.0,,1.0,1.0,,,,,,,,,,,,
92,3000214112,https://www.homegate.ch/rent/3000214112,rent,Uetikon am See,8707,ZH,HIGH,47.2649194,8.6829742,Month,1928.0,APARTMENT,87.0,4.5,,,1.0,,1.0,,,,1,,,1.0,,2014.0,,,
93,3000300966,https://www.homegate.ch/rent/3000300966,rent,Uetikon am See,8707,ZH,MEDIUM,47.2660648,8.6771383,Month,1980.0,APARTMENT,,2.5,,1940.0,,,,,,,2,,,,,2020.0,,,
94,3000414986,https://www.homegate.ch/rent/3000414986,rent,Freienbach,8807,SZ,HIGH,47.20634339999999,8.7492843,Month,5700.0,APARTMENT,170.0,4.5,1.0,2017.0,1.0,1.0,1.0,,1.0,1.0,4,1.0,2.6,1.0,1.0,,,,
95,3000390945,https://www.homegate.ch/rent/3000390945,rent,Meilen,8706,ZH,HIGH,47.26730329999999,8.652826,Month,800.0,APARTMENT,16.0,1.0,,,,,,,,,1,,,,,,,,
96,3000372485,https://www.homegate.ch/rent/3000372485,rent,Meilen,8706,ZH,HIGH,47.2635219,8.6641838,Month,948.0,APARTMENT,42.0,2.0,,1800.0,1.0,,,,,,Ground,,,,1.0,2009.0,,,
97,3000415465,https://www.homegate.ch/rent/3000415465,rent,Rüschlikon,8803,ZH,HIGH,47.3019827,8.5589084,Month,2380.0,APARTMENT,60.0,3.5,,,,1.0,1.0,,,,1,,,,,2020.0,,,
98,3000386736,https://www.homegate.ch/rent/3000386736,rent,Rüschlikon,8803,ZH,HIGH,47.30858509999999,8.5425906,Month,4500.0,APARTMENT,185.0,5.5,1.0,1995.0,,1.0,1.0,,,,1,1.0,2.45,1.0,1.0,2019.0,280.0,,
99,3000041675,https://www.homegate.ch/rent/3000041675,rent,Eglisau,8193,ZH,HIGH,47.5757352,8.5254288,Month,1500.0,APARTMENT,,4.5,,,,,,,,1.0,2,,,,,,,,
100,3000428640,https://www.homegate.ch/rent/3000428640,rent,Eglisau,8193,ZH,MEDIUM,47.5733272,8.5172809,Month,1570.0,APARTMENT,58.0,2.5,,,,1.0,1.0,,,1.0,2,1.0,,1.0,1.0,,,,
101,3000412902,https://www.homegate.ch/rent/3000412902,rent,Zürich,8053,ZH,MEDIUM,47.3585289,8.5775028,Month,3440.0,APARTMENT,138.0,4.5,1.0,,,,1.0,,,,,,,,,,,,
102,3000425351,https://www.homegate.ch/rent/3000425351,rent,Zürich,8053,ZH,HIGH,47.3595006,8.582088500000001,Month,1490.0,APARTMENT,45.0,2.0,,1953.0,,,,,,,2,,,,1.0,1992.0,,,
103,3000066719,https://www.homegate.ch/rent/3000066719,rent,Glattfelden,8192,ZH,HIGH,47.560643,8.497309,Month,700.0,APARTMENT,,1.0,,,1.0,,,,,,3,,,,1.0,2018.0,,,
104,3000436971,https://www.homegate.ch/rent/3000436971,rent,Glattfelden,8192,ZH,HIGH,47.5607721,8.4958353,Month,1300.0,APARTMENT,57.0,3.0,,1660.0,1.0,,,,,1.0,1,,,,1.0,,,,
105,3000432506,https://www.homegate.ch/rent/3000432506,rent,Thalwil,8800,ZH,HIGH,47.2965789,8.5555693,Month,4970.0,APARTMENT,153.0,4.5,1.0,2017.0,1.0,,,,,1.0,Ground,,,,,,180.0,,
106,3000425197,https://www.homegate.ch/rent/3000425197,rent,Herrliberg,8704,ZH,HIGH,47.2870224,8.6219784,Month,2700.0,APARTMENT,88.0,3.5,1.0,2014.0,,,1.0,,,,3,,,,1.0,2014.0,,,
107,3000386334,https://www.homegate.ch/rent/3000386334,rent,Herrliberg,8704,ZH,HIGH,47.2932883,8.606483599999999,Month,2720.0,APARTMENT,75.0,3.5,,1963.0,,,,,,,2,,,1.0,,,,,
110,3000424872,https://www.homegate.ch/rent/3000424872,rent,Zürich,8051,ZH,MEDIUM,47.4051874,8.5661411,Month,920.0,APARTMENT,12.0,1.0,,,,,1.0,,,,3,,,,,,,,
112,3000426679,https://www.homegate.ch/rent/3000426679,rent,Wil ZH,8196,ZH,HIGH,47.60516519999999,8.507712099999999,Month,1300.0,APARTMENT,,3.5,,,,,,,,,,,,,,,,,
113,3000167462,https://www.homegate.ch/rent/3000167462,rent,Zürich,8047,ZH,HIGH,47.3687747,8.4933391,Month,1380.0,APARTMENT,20.0,1.0,1.0,,1.0,,,,,,2,,,,1.0,,,,
114,3000436825,https://www.homegate.ch/rent/3000436825,rent,Zürich,8047,ZH,HIGH,47.3707,8.490238399999999,Month,1620.0,APARTMENT,44.0,2.0,,1952.0,,,1.0,,,,1,,,,,2020.0,,,
115,3000013726,https://www.homegate.ch/rent/3000013726,rent,Rafz,8197,ZH,HIGH,47.6070387,8.5403939,Month,1750.0,APARTMENT,103.0,4.5,1.0,1993.0,1.0,,1.0,,1.0,,2,,,,1.0,,,,
116,3000343945,https://www.homegate.ch/rent/3000343945,rent,Rafz,8197,ZH,HIGH,47.6079559,8.5413572,Month,1915.0,APARTMENT,,5.5,1.0,,1.0,1.0,1.0,,1.0,,1,,,,1.0,,,,
117,3000418516,https://www.homegate.ch/rent/3000418516,rent,Bäch SZ,8806,SZ,HIGH,47.20071180000001,8.7277898,Month,1250.0,APARTMENT,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,
118,3000438414,https://www.homegate.ch/rent/3000438414,rent,Bäch SZ,8806,SZ,LOW,47.199995,8.716671999999999,Month,1700.0,APARTMENT,80.0,3.0,,,1.0,,1.0,,,,2,,,,,,,,
120,3000393087,https://www.homegate.ch/rent/3000393087,rent,Männedorf,8708,ZH,HIGH,47.2520593,8.7014031,Month,2350.0,APARTMENT,76.0,3.5,1.0,1970.0,,1.0,1.0,,,,2,,2.4,,,2020.0,,,
121,3000368231,https://www.homegate.ch/rent/3000368231,rent,Männedorf,8708,ZH,HIGH,47.2561601,8.7039569,Month,4290.0,APARTMENT,137.0,4.5,1.0,2007.0,1.0,1.0,1.0,,,,1,1.0,2.4,1.0,1.0,,,,1.0
122,3000392859,https://www.homegate.ch/rent/3000392859,rent,Stäfa,8712,ZH,HIGH,47.2391167,8.746006699999999,Month,3900.0,APARTMENT,150.0,4.5,1.0,2003.0,1.0,1.0,1.0,,1.0,,5,1.0,,1.0,1.0,2014.0,602.0,,1.0
125,3000427527,https://www.homegate.ch/rent/3000427527,rent,Zürich,8048,ZH,HIGH,47.390581,8.478854,Month,2261.0,APARTMENT,68.0,1.5,1.0,2015.0,1.0,,1.0,,,,2,,3.0,,1.0,,68.0,,
126,3000392994,https://www.homegate.ch/rent/3000392994,rent,Au ZH,8804,ZH,HIGH,47.2493319,8.632335,Month,1690.0,APARTMENT,75.0,3.0,,,,,,,,,Ground,,,,,,,,
127,3000399789,https://www.homegate.ch/rent/3000399789,rent,Au ZH,8804,ZH,HIGH,47.2502556,8.6295355,Month,1700.0,APARTMENT,49.0,2.5,,1982.0,1.0,1.0,,,,,1,,,1.0,1.0,1999.0,,,
128,3000421528,https://www.homegate.ch/rent/3000421528,rent,Kilchberg ZH,8802,ZH,HIGH,47.3207071,8.5504611,Month,1950.0,APARTMENT,70.0,2.5,,,,,1.0,,,,3,,,,,,,,
129,3000415673,https://www.homegate.ch/rent/3000415673,rent,Kilchberg ZH,8802,ZH,HIGH,47.3175602,8.5412384,Month,5430.0,APARTMENT,186.0,6.5,,2012.0,,,1.0,,1.0,1.0,2,,,1.0,1.0,,,,
130,3000355731,https://www.homegate.ch/rent/3000355731,rent,Uerikon,8713,ZH,HIGH,47.234925,8.750347,Month,2700.0,APARTMENT,92.0,3.5,1.0,2014.0,,1.0,1.0,,,,2,1.0,2.4,1.0,1.0,,,,1.0
132,3000402882,https://www.homegate.ch/rent/3000402882,rent,Uetikon am See,8707,ZH,HIGH,47.2683373,8.674687,Month,2187.0,APARTMENT,109.0,4.5,,1985.0,,,,,,,2,,,,,,,,
133,3000300967,https://www.homegate.ch/rent/3000300967,rent,Uetikon am See,8707,ZH,MEDIUM,47.2660648,8.6771383,Month,2380.0,APARTMENT,81.0,4.0,,1940.0,,,,,,,1,,,,,2020.0,,,
135,3000195492,https://www.homegate.ch/rent/3000195492,rent,Freienbach,8807,SZ,HIGH,47.2061937,8.7459388,Month,9200.0,APARTMENT,200.0,4.5,1.0,,1.0,,1.0,,,,,,,,,,,,
136,3000430337,https://www.homegate.ch/rent/3000430337,rent,Meilen,8706,ZH,HIGH,47.26911339999999,8.649219500000001,Month,1744.0,APARTMENT,50.0,2.0,1.0,,1.0,,,,,,2,,,,,,,,
137,3000434273,https://www.homegate.ch/rent/3000434273,rent,Meilen,8706,ZH,HIGH,47.2710512,8.6608014,Month,1790.0,APARTMENT,78.0,3.5,,,,1.0,1.0,,,1.0,-1,,,,1.0,2016.0,,,
140,3000383676,https://www.homegate.ch/rent/3000383676,rent,Eglisau,8193,ZH,HIGH,47.5748945,8.5146293,Month,1820.0,APARTMENT,77.0,3.5,,2019.0,1.0,1.0,1.0,,,1.0,Ground,1.0,,1.0,,,91.0,,
141,3000305900,https://www.homegate.ch/rent/3000305900,rent,Eglisau,8193,ZH,HIGH,47.576796,8.520501,Month,1890.0,APARTMENT,87.0,3.5,1.0,2020.0,1.0,1.0,1.0,,,1.0,Ground,1.0,2.45,1.0,1.0,,87.0,,
142,3000433475,https://www.homegate.ch/rent/3000433475,rent,Zürich,8053,ZH,HIGH,47.3602836,8.58445,Month,1600.0,APARTMENT,71.0,2.5,1.0,1966.0,,1.0,1.0,,,,2,,,,1.0,2000.0,,,
143,3000424501,https://www.homegate.ch/rent/3000424501,rent,Zürich,8053,ZH,HIGH,47.3590036,8.5777755,Month,1730.0,APARTMENT,45.0,2.0,1.0,,,,1.0,,,,2,,,,,,,,
144,3000202068,https://www.homegate.ch/rent/3000202068,rent,Glattfelden,8192,ZH,HIGH,47.555139,8.5068974,Month,1420.0,APARTMENT,60.0,3.0,,1967.0,1.0,,1.0,,,1.0,3,,,,1.0,2018.0,80.0,,
145,3000381107,https://www.homegate.ch/rent/3000381107,rent,Glattfelden,8192,ZH,HIGH,47.55525790000001,8.5066872,Month,1440.0,APARTMENT,60.0,3.0,,1967.0,1.0,,1.0,,,1.0,Ground,,,,1.0,,80.0,,
146,3000430905,https://www.homegate.ch/rent/3000430905,rent,Thalwil,8800,ZH,HIGH,47.2952854,8.5615344,Month,2519.0,APARTMENT,90.0,2.0,,,,,1.0,,,,2,,,,,,,,
147,3000046216,https://www.homegate.ch/rent/3000046216,rent,Thalwil,8800,ZH,HIGH,47.2882224,8.5637057,Month,3490.0,APARTMENT,142.0,4.5,,1909.0,1.0,,,,,1.0,2,,,,,2012.0,,,
148,3000293346,https://www.homegate.ch/rent/3000293346,rent,Herrliberg,8704,ZH,HIGH,47.28564009999999,8.6186726,Month,2840.0,APARTMENT,110.0,4.5,,1999.0,,1.0,1.0,,,1.0,1,1.0,,1.0,1.0,,,,
149,3000430595,https://www.homegate.ch/rent/3000430595,rent,Herrliberg,8704,ZH,HIGH,47.28853,8.60714,Month,2950.0,APARTMENT,130.0,6.0,1.0,,,1.0,1.0,,1.0,,Ground,,,,1.0,,,,
151,3000399363,https://www.homegate.ch/rent/3000399363,rent,Zürich,8052,ZH,HIGH,47.418656,8.557267,Month,4990.0,APARTMENT,120.0,,1.0,2017.0,,1.0,,,,,17,,2.5,1.0,1.0,,153.0,,
152,3000394931,https://www.homegate.ch/rent/3000394931,rent,Zürich,8051,ZH,MEDIUM,47.4036175,8.5889328,Month,985.0,APARTMENT,29.0,1.5,1.0,1970.0,,,1.0,,,,4,,,1.0,,,,,
153,3000424850,https://www.homegate.ch/rent/3000424850,rent,Zürich,8051,ZH,MEDIUM,47.406939,8.5693812,Month,998.0,APARTMENT,16.0,1.0,,,,,,,,,2,,,,,,,,
154,3000426682,https://www.homegate.ch/rent/3000426682,rent,Wil ZH,8196,ZH,HIGH,47.60516519999999,8.507712099999999,Month,1580.0,APARTMENT,,3.5,,,,,,,,,,,,,,,,,
155,3000426695,https://www.homegate.ch/rent/3000426695,rent,Wil ZH,8196,ZH,HIGH,47.6064546,8.508621999999999,Month,1900.0,APARTMENT,120.0,4.5,,,,,,,,,,,,,,,,,
156,3000427144,https://www.homegate.ch/rent/3000427144,rent,Wil ZH,8196,ZH,HIGH,47.60516519999999,8.507712099999999,Month,2040.0,APARTMENT,,5.5,,,,,,,,,,,,,,,,,
157,3000433661,https://www.homegate.ch/rent/3000433661,rent,Zürich,8047,ZH,HIGH,47.3733588,8.501453399999999,Month,1690.0,APARTMENT,,3.0,,,,,1.0,,,,Ground,,0.0,,1.0,,,,
158,3000295505,https://www.homegate.ch/rent/3000295505,rent,Zürich,8047,ZH,HIGH,47.3732672,8.4954199,Month,1700.0,APARTMENT,89.0,4.0,1.0,,,,1.0,,,,1,,,,,,,,
