,site_id,url,deal_type,city,zip_code,post_canton,accuracy,latitude,longitude,price_unit,price,property_type,living_space,rooms,perspective,year_built,outdoor_parking,indoor_parking,balcony,property_area,fireplace,pets_allowed,floor,wheelchair_accessible,ceiling_height,lift,cable_tv,last_renovation,floor_space,cubage,minergie_certified
13918,3000188527,https://www.homegate.ch/rent/3000188527,rent,Zürich,8008,ZH,HIGH,47.3528646,8.5579748,Month,2650.0,APARTMENT,,3.0,,,,,,,,,Ground,,,1.0,,,,,
13919,108684341,https://www.homegate.ch/rent/108684341,rent,Zürich,8008,ZH,MEDIUM,47.3559455,8.5575715,Month,2700.0,APARTMENT,55.0,2.5,,,,,,,,,2,,,,,,,,
13920,3000415950,https://www.homegate.ch/rent/3000415950,rent,Zürich,8008,ZH,HIGH,47.3532974,8.557634799999999,Month,2750.0,APARTMENT,79.0,3.5,,,,,,,,,4,,,,1.0,2016.0,,,
13921,3000418490,https://www.homegate.ch/rent/3000418490,rent,Zürich,8008,ZH,HIGH,47.3603214,8.549605900000001,Month,2750.0,APARTMENT,60.0,2.5,,,1.0,,1.0,,,,Ground,,,1.0,1.0,,,,
13922,3000418519,https://www.homegate.ch/rent/3000418519,rent,Zürich,8008,ZH,HIGH,47.361173,8.550597999999999,Month,2750.0,APARTMENT,42.0,1.5,,,1.0,,1.0,,,,3,,,1.0,1.0,,,,
13923,3000421574,https://www.homegate.ch/rent/3000421574,rent,Zürich,8008,ZH,HIGH,47.352049,8.5595197,Month,2800.0,APARTMENT,60.0,3.5,,,,,,,,,Ground,,,,,,,,
13924,3000431098,https://www.homegate.ch/rent/3000431098,rent,Zürich,8008,ZH,HIGH,47.3567545,8.5557003,Month,2840.0,APARTMENT,62.0,2.0,,,,,1.0,,,1.0,4,,,1.0,1.0,,,,
13925,3000418493,https://www.homegate.ch/rent/3000418493,rent,Zürich,8008,ZH,HIGH,47.354935,8.55673,Month,2850.0,APARTMENT,58.0,2.5,,,1.0,,1.0,,,,3,,,1.0,1.0,,,,
13926,3000380160,https://www.homegate.ch/rent/3000380160,rent,Zürich,8008,ZH,HIGH,47.3546664,8.5733543,Month,2858.0,APARTMENT,147.0,5.5,,,1.0,1.0,1.0,,,1.0,,,2.5,,,,240.0,,
13927,3000399850,https://www.homegate.ch/rent/3000399850,rent,Zürich,8008,ZH,HIGH,47.35373,8.5547336,Month,2890.0,APARTMENT,80.0,3.5,1.0,1944.0,,,1.0,,,,2,,2.55,,1.0,2005.0,80.0,,
13928,3000220130,https://www.homegate.ch/rent/3000220130,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,2890.0,APARTMENT,23.0,1.0,,2019.0,,1.0,1.0,,,1.0,Ground,1.0,,1.0,1.0,,,,
13929,3000295303,https://www.homegate.ch/rent/3000295303,rent,Zürich,8008,ZH,HIGH,47.3595966,8.5585266,Month,2930.0,APARTMENT,60.0,2.5,1.0,,,,1.0,,,,1,,,,1.0,,,,
13930,108054823,https://www.homegate.ch/rent/108054823,rent,Zürich,8008,ZH,HIGH,47.3557153,8.5567502,Month,2970.0,APARTMENT,34.0,1.5,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2014.0,,,
13931,3000399282,https://www.homegate.ch/rent/3000399282,rent,Zürich,8008,ZH,HIGH,47.3615082,8.5549927,Month,2980.0,APARTMENT,100.0,3.5,,1968.0,,,1.0,,,,1,,2.6,1.0,,2000.0,100.0,,
13932,3000375320,https://www.homegate.ch/rent/3000375320,rent,Zürich,8008,ZH,LOW,47.359081,8.5529168,Month,2990.0,APARTMENT,84.0,3.0,,,,,1.0,,,,1,,,1.0,,,,,
13933,3000337192,https://www.homegate.ch/rent/3000337192,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,2990.0,APARTMENT,25.0,1.5,1.0,2019.0,,1.0,,,,1.0,3,1.0,,1.0,1.0,,,,
13934,3000418480,https://www.homegate.ch/rent/3000418480,rent,Zürich,8008,ZH,HIGH,47.3646949,8.550359,Month,3100.0,APARTMENT,55.0,2.0,,,,1.0,1.0,,,,5,,,1.0,1.0,,,,
13935,108058949,https://www.homegate.ch/rent/108058949,rent,Zürich,8008,ZH,HIGH,47.3577965,8.552890699999999,Month,3105.0,APARTMENT,40.0,1.5,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2014.0,,,
13936,3000285342,https://www.homegate.ch/rent/3000285342,rent,Zürich,8008,ZH,HIGH,47.351569,8.569004099999999,Month,3170.0,APARTMENT,100.0,4.5,1.0,,1.0,,1.0,,1.0,,2,,,1.0,1.0,,,,
13937,3000417006,https://www.homegate.ch/rent/3000417006,rent,Zürich,8008,ZH,HIGH,47.3526149,8.5633039,Month,3250.0,APARTMENT,95.0,3.5,,1986.0,,1.0,1.0,,,1.0,1,,,,,,,,
13938,3000434118,https://www.homegate.ch/rent/3000434118,rent,Zürich,8008,ZH,HIGH,47.3553297,8.5601322,Month,3250.0,APARTMENT,75.0,2.5,,,,,1.0,,1.0,,3,,,1.0,1.0,,,,
13939,3000415741,https://www.homegate.ch/rent/3000415741,rent,Zürich,8008,ZH,HIGH,47.36391829999999,8.5562608,Month,3258.0,APARTMENT,85.0,3.5,1.0,,,,1.0,,,1.0,1,1.0,,1.0,1.0,2017.0,85.0,,
13940,3000117189,https://www.homegate.ch/rent/3000117189,rent,Zürich,8008,ZH,MEDIUM,47.3635087,8.5537077,Month,3290.0,APARTMENT,62.0,3.0,,,,,,,,,1,,0.0,1.0,1.0,,,,
13941,3000117128,https://www.homegate.ch/rent/3000117128,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,3290.0,APARTMENT,55.0,2.0,,,,,,,,,1,,,1.0,1.0,,,,
13942,3000337149,https://www.homegate.ch/rent/3000337149,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,3290.0,APARTMENT,30.0,1.5,1.0,2019.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,,,
13943,3000434155,https://www.homegate.ch/rent/3000434155,rent,Zürich,8008,ZH,HIGH,47.3565381,8.5732883,Month,3300.0,APARTMENT,80.0,3.5,,,,,1.0,,,,Ground,,,,,2018.0,,,
13944,3000295466,https://www.homegate.ch/rent/3000295466,rent,Zürich,8008,ZH,HIGH,47.3612398,8.5520275,Month,3300.0,APARTMENT,78.0,3.0,,,,,,,,1.0,1,,0.0,1.0,1.0,,,,
13945,3000295311,https://www.homegate.ch/rent/3000295311,rent,Zürich,8008,ZH,HIGH,47.3572105,8.5546982,Month,3300.0,APARTMENT,85.0,2.5,,,,,1.0,,,,1,,0.0,1.0,1.0,,,,
13946,3000177535,https://www.homegate.ch/rent/3000177535,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,3300.0,APARTMENT,66.0,2.5,,2019.0,,,1.0,,,,2,1.0,2.4,1.0,1.0,,,,
13947,3000412511,https://www.homegate.ch/rent/3000412511,rent,Zürich,8008,ZH,HIGH,47.3646599,8.5497705,Month,3350.0,APARTMENT,86.0,3.5,,,,,1.0,,,,5,,2.5,1.0,,,,,
13948,3000337092,https://www.homegate.ch/rent/3000337092,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,3390.0,APARTMENT,30.0,1.5,1.0,2019.0,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,
13949,3000384274,https://www.homegate.ch/rent/3000384274,rent,Zürich,8008,ZH,HIGH,47.3612993,8.5526925,Month,3395.0,APARTMENT,91.0,3.5,,,,1.0,,,,1.0,1,,,1.0,1.0,,,,
13950,3000415740,https://www.homegate.ch/rent/3000415740,rent,Zürich,8008,ZH,HIGH,47.3639795,8.5561293,Month,3398.0,APARTMENT,85.0,3.5,1.0,,,,1.0,,,1.0,1,1.0,,1.0,1.0,2017.0,85.0,,
13951,3000298902,https://www.homegate.ch/rent/3000298902,rent,Zürich,8008,ZH,HIGH,47.3572105,8.5546982,Month,3400.0,APARTMENT,85.0,3.5,,,,,1.0,,,,2,,0.0,1.0,1.0,,,,
13952,3000099339,https://www.homegate.ch/rent/3000099339,rent,Zürich,8008,ZH,HIGH,47.36490449999999,8.5500721,Month,3415.0,APARTMENT,87.0,3.0,,,,,,,,1.0,2,,,1.0,1.0,,,,
13953,3000328408,https://www.homegate.ch/rent/3000328408,rent,Zürich,8008,ZH,HIGH,47.3538213,8.5553615,Month,3435.0,APARTMENT,84.0,3.5,,1939.0,,,,,,1.0,2,,,,1.0,1985.0,,,
13954,3000287905,https://www.homegate.ch/rent/3000287905,rent,Zürich,8008,ZH,HIGH,47.36397950000001,8.5561293,Month,3450.0,APARTMENT,75.0,3.5,,,,,1.0,,,,5,,,1.0,,,,,
13955,109992812,https://www.homegate.ch/rent/109992812,rent,Zürich,8008,ZH,HIGH,47.3637031,8.549528,Month,3500.0,APARTMENT,85.0,3.5,,,,,1.0,,,,3,,,1.0,1.0,,,,
13956,3000298904,https://www.homegate.ch/rent/3000298904,rent,Zürich,8008,ZH,HIGH,47.3638494,8.5494146,Month,3500.0,APARTMENT,80.0,3.5,,,1.0,1.0,1.0,,,1.0,5,,0.0,1.0,1.0,,,,
13957,3000298906,https://www.homegate.ch/rent/3000298906,rent,Zürich,8008,ZH,HIGH,47.3637031,8.549528,Month,3500.0,APARTMENT,60.0,3.5,1.0,,,,,,,,6,,0.0,1.0,1.0,,,,
13958,3000418601,https://www.homegate.ch/rent/3000418601,rent,Zürich,8008,ZH,HIGH,47.361173,8.550597999999999,Month,3500.0,APARTMENT,68.0,2.5,,,1.0,,1.0,,,,2,,,1.0,1.0,,,,
13959,3000035953,https://www.homegate.ch/rent/3000035953,rent,Zürich,8008,ZH,HIGH,47.3595966,8.5585266,Month,3590.0,APARTMENT,60.0,2.5,1.0,,,,1.0,,,,1,,,,1.0,,,,
13960,109992804,https://www.homegate.ch/rent/109992804,rent,Zürich,8008,ZH,HIGH,47.3595966,8.5585266,Month,3590.0,APARTMENT,60.0,2.5,,,,,,,,,1,,,,1.0,,,,
13961,3000295381,https://www.homegate.ch/rent/3000295381,rent,Zürich,8008,ZH,HIGH,47.3573315,8.553578,Month,3600.0,APARTMENT,85.0,3.5,,,,,1.0,,,1.0,4,,,1.0,1.0,,,,
13962,3000117179,https://www.homegate.ch/rent/3000117179,rent,Zürich,8008,ZH,HIGH,47.3595966,8.5585266,Month,3690.0,APARTMENT,60.0,2.5,1.0,,,,1.0,,,,3,,,,1.0,,,,
13963,3000117177,https://www.homegate.ch/rent/3000117177,rent,Zürich,8008,ZH,MEDIUM,47.3620169,8.549120499999999,Month,3690.0,APARTMENT,50.0,2.0,,,,,,,,,3,,0.0,1.0,1.0,,,,
13964,108058950,https://www.homegate.ch/rent/108058950,rent,Zürich,8008,ZH,HIGH,47.3577965,8.552890699999999,Month,3698.0,APARTMENT,60.0,2.5,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2014.0,,,
13965,109992810,https://www.homegate.ch/rent/109992810,rent,Zürich,8008,ZH,HIGH,47.3612398,8.5520275,Month,3790.0,APARTMENT,78.0,3.0,,,,,,,,1.0,1,,0.0,1.0,1.0,,,,
13966,3000393954,https://www.homegate.ch/rent/3000393954,rent,Zürich,8008,ZH,HIGH,47.3557522,8.5560759,Month,3800.0,APARTMENT,102.0,4.0,,,,,1.0,,,,3,,,1.0,,,,,
13967,109992814,https://www.homegate.ch/rent/109992814,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,3890.0,APARTMENT,61.0,2.5,1.0,,,,1.0,,,,3,,0.0,1.0,1.0,,,,
13968,3000255840,https://www.homegate.ch/rent/3000255840,rent,Zürich,8008,ZH,HIGH,47.3573315,8.553578,Month,3900.0,APARTMENT,88.0,3.0,,,,,1.0,,,1.0,5,,,1.0,1.0,,,,
13969,3000424279,https://www.homegate.ch/rent/3000424279,rent,Zürich,8008,ZH,HIGH,47.3556937,8.5571399,Month,3900.0,APARTMENT,110.0,2.5,,1992.0,,,1.0,,,,Ground,,,,1.0,2020.0,,,
13970,3000353496,https://www.homegate.ch/rent/3000353496,rent,Zürich,8008,ZH,HIGH,47.3633898,8.5504377,Month,3910.0,APARTMENT,88.0,4.5,,1954.0,,,1.0,,,,1,,,1.0,,2014.0,,,
13971,3000284798,https://www.homegate.ch/rent/3000284798,rent,Zürich,8008,ZH,HIGH,47.3574431,8.5524986,Month,3950.0,APARTMENT,75.0,2.5,1.0,,,,,,,,3,,3.0,,1.0,,,,
13972,3000405347,https://www.homegate.ch/rent/3000405347,rent,Zürich,8008,ZH,HIGH,47.35612949999999,8.5540689,Month,3980.0,APARTMENT,112.0,4.5,,2010.0,,,1.0,,,,3,,,1.0,,,,,
13973,3000299103,https://www.homegate.ch/rent/3000299103,rent,Zürich,8008,ZH,HIGH,47.36371339999999,8.549531,Month,3990.0,APARTMENT,110.0,4.0,,,,,1.0,,,,3,,,1.0,,,,,
13974,109992809,https://www.homegate.ch/rent/109992809,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,3990.0,APARTMENT,85.0,3.0,,,,,,,,1.0,3,,0.0,1.0,1.0,,,,
13975,109992815,https://www.homegate.ch/rent/109992815,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,3990.0,APARTMENT,58.0,2.5,1.0,,,,1.0,,,,3,,0.0,1.0,1.0,,,,
13976,2148031366,https://www.homegate.ch/rent/2148031366,rent,Zürich,8008,ZH,MEDIUM,47.3543862,8.5560765,Month,3990.0,APARTMENT,54.0,2.5,1.0,,,,1.0,,,,3,,0.0,1.0,1.0,,,,
13977,3000117183,https://www.homegate.ch/rent/3000117183,rent,Zürich,8008,ZH,MEDIUM,47.3576732,8.5542037,Month,4090.0,APARTMENT,55.0,2.5,,,,,1.0,,,,4,,,1.0,1.0,,,,
13978,109992805,https://www.homegate.ch/rent/109992805,rent,Zürich,8008,ZH,MEDIUM,47.3576732,8.5542037,Month,4090.0,APARTMENT,55.0,2.5,,,,,1.0,,,,2,,,1.0,1.0,,,,
13979,3000117182,https://www.homegate.ch/rent/3000117182,rent,Zürich,8008,ZH,MEDIUM,47.3576732,8.5542037,Month,4090.0,APARTMENT,55.0,2.0,,,,,1.0,,,,2,,,1.0,1.0,,,,
13980,3000388896,https://www.homegate.ch/rent/3000388896,rent,Zürich,8008,ZH,HIGH,47.3491073,8.5637635,Month,4100.0,APARTMENT,120.0,4.5,,,,,,,1.0,,2,,,,1.0,,,,
13981,3000185209,https://www.homegate.ch/rent/3000185209,rent,Zürich,8008,ZH,MEDIUM,47.3559235,8.5720893,Month,4250.0,APARTMENT,108.0,3.5,,2020.0,1.0,1.0,1.0,,,,4,1.0,2.4,1.0,1.0,,134.0,,
13982,3000282107,https://www.homegate.ch/rent/3000282107,rent,Zürich,8008,ZH,MEDIUM,47.3556578,8.5714427,Month,4280.0,APARTMENT,107.0,3.5,,2020.0,1.0,1.0,1.0,,,,4,1.0,2.4,1.0,1.0,,137.0,,
13983,109992818,https://www.homegate.ch/rent/109992818,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,4290.0,APARTMENT,60.0,3.5,1.0,,,,,,,,6,,0.0,1.0,1.0,,,,
13984,109992713,https://www.homegate.ch/rent/109992713,rent,Zürich,8008,ZH,HIGH,47.3572105,8.5546982,Month,4290.0,APARTMENT,85.0,2.5,,,,,1.0,,,,1,,0.0,1.0,1.0,,,,
13985,110255194,https://www.homegate.ch/rent/110255194,rent,Zürich,8008,ZH,HIGH,47.3507433,8.567049899999999,Month,4295.0,APARTMENT,95.0,3.5,1.0,2015.0,,1.0,1.0,,,,2,,,1.0,1.0,,,,
13986,3000428189,https://www.homegate.ch/rent/3000428189,rent,Zürich,8008,ZH,HIGH,47.3549944,8.5551133,Month,4300.0,APARTMENT,142.0,4.5,1.0,,,,,,1.0,,4,,2.45,1.0,1.0,2020.0,142.0,,
13987,3000430368,https://www.homegate.ch/rent/3000430368,rent,Zürich,8008,ZH,HIGH,47.3576212,8.5729142,Month,4380.0,APARTMENT,107.0,3.5,,2020.0,,,1.0,,,,,,,1.0,,,,,
13988,109992801,https://www.homegate.ch/rent/109992801,rent,Zürich,8008,ZH,MEDIUM,47.3620169,8.549120499999999,Month,4390.0,APARTMENT,70.0,2.5,,,1.0,1.0,,,,,2,,0.0,1.0,1.0,,,,
13989,109992802,https://www.homegate.ch/rent/109992802,rent,Zürich,8008,ZH,MEDIUM,47.3620169,8.549120499999999,Month,4390.0,APARTMENT,70.0,2.5,,,,,,,1.0,,3,,0.0,1.0,1.0,,,,
13990,2148031371,https://www.homegate.ch/rent/2148031371,rent,Zürich,8008,ZH,HIGH,47.3621488,8.5494588,Month,4390.0,APARTMENT,70.0,2.5,,,,,,,1.0,,1,,0.0,1.0,1.0,,,,
13991,3000387712,https://www.homegate.ch/rent/3000387712,rent,Zürich,8008,ZH,HIGH,47.3623067,8.5582658,Month,4475.0,APARTMENT,110.0,4.0,1.0,1898.0,1.0,,1.0,,,1.0,1,,3.0,,1.0,2019.0,110.0,330.0,
13992,3000387715,https://www.homegate.ch/rent/3000387715,rent,Zürich,8008,ZH,HIGH,47.3623067,8.5582658,Month,4475.0,APARTMENT,110.0,4.0,1.0,1898.0,1.0,,1.0,,,1.0,1,,3.0,,1.0,2019.0,110.0,330.0,
13993,3000393122,https://www.homegate.ch/rent/3000393122,rent,Zürich,8008,ZH,HIGH,47.3623067,8.5582658,Month,4475.0,APARTMENT,110.0,4.0,1.0,1898.0,1.0,,1.0,,,1.0,1,,3.0,,1.0,2019.0,110.0,330.0,
13994,3000393119,https://www.homegate.ch/rent/3000393119,rent,Zürich,8008,ZH,HIGH,47.3623067,8.5582658,Month,4475.0,APARTMENT,110.0,4.0,1.0,1898.0,1.0,,1.0,,,1.0,1,,3.0,,1.0,2019.0,110.0,330.0,
13995,109992799,https://www.homegate.ch/rent/109992799,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4490.0,APARTMENT,85.0,3.5,,,,,1.0,,,,1,,0.0,1.0,1.0,,,,
13996,3000117188,https://www.homegate.ch/rent/3000117188,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,4590.0,APARTMENT,75.0,2.5,,,,,1.0,,1.0,,1,,0.0,1.0,1.0,,,,
13997,3000035920,https://www.homegate.ch/rent/3000035920,rent,Zürich,8008,ZH,MEDIUM,47.3620169,8.549120499999999,Month,4690.0,APARTMENT,70.0,2.5,1.0,,,,1.0,,,,1,,0.0,1.0,1.0,,,,
13998,3000117200,https://www.homegate.ch/rent/3000117200,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,4690.0,APARTMENT,56.0,2.5,1.0,,,,1.0,,,,4,,0.0,1.0,1.0,,,,
13999,108054825,https://www.homegate.ch/rent/108054825,rent,Zürich,8008,ZH,HIGH,47.3557153,8.5567502,Month,4752.0,APARTMENT,73.0,3.5,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2014.0,,,
14000,3000035986,https://www.homegate.ch/rent/3000035986,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4790.0,APARTMENT,85.0,2.5,,,,,1.0,,,,4,,0.0,1.0,1.0,,,,
14001,3000035902,https://www.homegate.ch/rent/3000035902,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4790.0,APARTMENT,83.0,2.5,,,,,1.0,,,,2,,0.0,1.0,1.0,,,,
14002,109992806,https://www.homegate.ch/rent/109992806,rent,Zürich,8008,ZH,HIGH,47.3573315,8.553578,Month,4890.0,APARTMENT,85.0,3.5,,,,,1.0,,,1.0,4,,,1.0,1.0,,,,
14003,3000117181,https://www.homegate.ch/rent/3000117181,rent,Zürich,8008,ZH,MEDIUM,47.3641614,8.5496826,Month,4890.0,APARTMENT,80.0,3.5,,,,,1.0,,,,4,,0.0,1.0,1.0,,,,
14004,109992807,https://www.homegate.ch/rent/109992807,rent,Zürich,8008,ZH,MEDIUM,47.3641614,8.5496826,Month,4890.0,APARTMENT,80.0,3.5,,,1.0,1.0,1.0,,,1.0,5,,0.0,1.0,1.0,,,,
14005,3000356065,https://www.homegate.ch/rent/3000356065,rent,Zürich,8008,ZH,HIGH,47.3583071,8.554210399999999,Month,4907.0,APARTMENT,130.0,4.5,,1990.0,,,,,,,4,,,,1.0,,,,
14006,2148024963,https://www.homegate.ch/rent/2148024963,rent,Zürich,8008,ZH,HIGH,47.36047190000001,8.551132299999999,Month,4950.0,APARTMENT,80.0,3.5,,,,,1.0,,,,,,,,1.0,,80.0,,
14007,3000248047,https://www.homegate.ch/rent/3000248047,rent,Zürich,8008,ZH,HIGH,47.3623067,8.5582658,Month,4975.0,APARTMENT,110.0,4.0,1.0,1898.0,1.0,,1.0,,,,4,,,,1.0,2019.0,110.0,300.0,
14008,110014917,https://www.homegate.ch/rent/110014917,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4990.0,APARTMENT,85.0,3.5,,,,,1.0,,,,4,,0.0,1.0,1.0,,,,
14009,109992797,https://www.homegate.ch/rent/109992797,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4990.0,APARTMENT,85.0,3.5,,,,,1.0,,,,3,,0.0,1.0,1.0,,,,
14010,109992798,https://www.homegate.ch/rent/109992798,rent,Zürich,8008,ZH,MEDIUM,47.3572699,8.5545409,Month,4990.0,APARTMENT,85.0,3.5,,,,,1.0,,,,2,,0.0,1.0,1.0,,,,
14011,2148022200,https://www.homegate.ch/rent/2148022200,rent,Zürich,8008,ZH,HIGH,47.36298530000001,8.5567421,Month,5000.0,APARTMENT,127.0,4.5,,2007.0,,,1.0,,,1.0,3,,,1.0,1.0,,,,1.0
14012,108079304,https://www.homegate.ch/rent/108079304,rent,Zürich,8008,ZH,HIGH,47.3577965,8.552890699999999,Month,5016.0,APARTMENT,85.0,3.5,1.0,,1.0,,1.0,,,,,,,1.0,1.0,2014.0,,,
14014,109992796,https://www.homegate.ch/rent/109992796,rent,Zürich,8008,ZH,MEDIUM,47.355692,8.5541324,Month,5090.0,APARTMENT,90.0,3.5,,,,,1.0,,,,4,,,1.0,1.0,,,,
14015,3000382857,https://www.homegate.ch/rent/3000382857,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,5090.0,APARTMENT,60.0,2.5,1.0,2020.0,,1.0,1.0,,,1.0,4,,,1.0,1.0,,,,
14016,3000035903,https://www.homegate.ch/rent/3000035903,rent,Zürich,8008,ZH,HIGH,47.3571733,8.5532035,Month,5290.0,APARTMENT,100.0,3.5,1.0,,1.0,1.0,1.0,,,1.0,4,1.0,0.0,1.0,1.0,,,,
14017,109992819,https://www.homegate.ch/rent/109992819,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,5290.0,APARTMENT,83.0,3.5,,,1.0,1.0,1.0,,,,4,,,1.0,1.0,,,,
14018,109992716,https://www.homegate.ch/rent/109992716,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,5390.0,APARTMENT,95.0,4.0,,,,,1.0,,,,2,,,1.0,1.0,,,,
14019,109992816,https://www.homegate.ch/rent/109992816,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,5390.0,APARTMENT,90.0,3.5,,,,,1.0,,1.0,,5,,0.0,1.0,1.0,,,,
14020,3000017221,https://www.homegate.ch/rent/3000017221,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,5410.0,APARTMENT,121.0,4.5,,2019.0,,,1.0,,,,1,1.0,2.4,1.0,1.0,,,,
14021,3000117180,https://www.homegate.ch/rent/3000117180,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,5490.0,APARTMENT,110.0,3.5,,,,,,,,,2,,0.0,1.0,1.0,,,,
14022,2148031348,https://www.homegate.ch/rent/2148031348,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,5490.0,APARTMENT,105.0,3.5,,,,,,,,1.0,4,,0.0,1.0,1.0,,,,
14023,2148031368,https://www.homegate.ch/rent/2148031368,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,5490.0,APARTMENT,95.0,3.5,,,,,1.0,,,,3,,,1.0,1.0,,,,
14024,2148031367,https://www.homegate.ch/rent/2148031367,rent,Zürich,8008,ZH,MEDIUM,47.3576732,8.5542037,Month,5490.0,APARTMENT,85.0,3.5,,,,,1.0,,,,4,,,1.0,1.0,,,,
14025,3000337188,https://www.homegate.ch/rent/3000337188,rent,Zürich,8008,ZH,HIGH,47.3559215,8.5544847,Month,5490.0,APARTMENT,60.0,2.5,1.0,2019.0,,1.0,1.0,,,1.0,4,1.0,,1.0,1.0,,,,
14026,3000418502,https://www.homegate.ch/rent/3000418502,rent,Zürich,8008,ZH,HIGH,47.361173,8.550597999999999,Month,5500.0,APARTMENT,78.0,3.0,,,1.0,,1.0,,,,5,,,1.0,1.0,,,,
14027,3000367499,https://www.homegate.ch/rent/3000367499,rent,Zürich,8008,ZH,HIGH,47.3594239,8.5526903,Month,5700.0,APARTMENT,170.0,4.5,,,,1.0,1.0,,1.0,1.0,3,,,,1.0,,,,
14028,3000418596,https://www.homegate.ch/rent/3000418596,rent,Zürich,8008,ZH,HIGH,47.361173,8.550597999999999,Month,5750.0,APARTMENT,94.0,3.5,,,1.0,,1.0,,,,3,,,1.0,1.0,,,,
14029,3000202154,https://www.homegate.ch/rent/3000202154,rent,Zürich,8008,ZH,HIGH,47.36298530000001,8.5567421,Month,5800.0,APARTMENT,146.0,5.5,,2006.0,1.0,1.0,1.0,,,1.0,1,,,1.0,1.0,,,,1.0
14030,3000017263,https://www.homegate.ch/rent/3000017263,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,5840.0,APARTMENT,115.0,4.5,,2019.0,,,1.0,,,,2,1.0,2.4,1.0,1.0,,,,
14031,3000310548,https://www.homegate.ch/rent/3000310548,rent,Zürich,8008,ZH,MEDIUM,47.3598203,8.5508683,Month,5850.0,APARTMENT,166.0,3.5,,2009.0,,,1.0,,1.0,,,,,1.0,,,,,
14032,3000017271,https://www.homegate.ch/rent/3000017271,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,5860.0,APARTMENT,122.0,4.5,,2019.0,,,1.0,,,,2,1.0,2.4,1.0,1.0,,,,
14033,3000117186,https://www.homegate.ch/rent/3000117186,rent,Zürich,8008,ZH,MEDIUM,47.3606089,8.550255200000002,Month,5990.0,APARTMENT,110.0,3.5,,,,,,,,1.0,1,,0.0,1.0,1.0,,,,
14034,3000017315,https://www.homegate.ch/rent/3000017315,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,6200.0,APARTMENT,115.0,4.5,,2019.0,,,1.0,,,,3,1.0,2.4,1.0,1.0,,,,
14035,3000417510,https://www.homegate.ch/rent/3000417510,rent,Zürich,8008,ZH,HIGH,47.3615754,8.5543429,Month,6750.0,APARTMENT,116.0,4.5,,,,,,,,,,,,1.0,,2014.0,,,
14036,3000017311,https://www.homegate.ch/rent/3000017311,rent,Zürich,8008,ZH,HIGH,47.3593004,8.5556742,Month,6940.0,APARTMENT,158.0,4.5,,2019.0,,,1.0,,,,4,1.0,,1.0,1.0,,,,
14037,3000117197,https://www.homegate.ch/rent/3000117197,rent,Zürich,8008,ZH,MEDIUM,47.3555577,8.5565956,Month,6990.0,APARTMENT,120.0,4.5,1.0,,1.0,1.0,1.0,,,,5,,,1.0,1.0,,,,
14038,3000117176,https://www.homegate.ch/rent/3000117176,rent,Zürich,8008,ZH,MEDIUM,47.35874829999999,8.5517139,Month,6990.0,APARTMENT,125.0,3.5,1.0,,,,,,,,3,,0.0,1.0,1.0,,,,
